,CLASSNAME,VIEW_DATE,AREAUCKM,AREAMUNKM,MUNICIPALI,UF,LAT,LONG,base_url,name,event1_date_start,event1_date_end,event1_km2,event1_lat,event1_lon,event2_yes_within_2weeks,event2_date_start,event2_date_end,event2_km2,event2_lat,event2_lon
5904,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,10.9976731439,Nova Santa Helena,MT,-54.6931,-10.6804,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.693,-10.680/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-54.64788795551135-10.6804,-54.6487566922686-10.6892204323183,-54.65132951747395-10.69770190036916,-54.65550755889762-10.70551846609185,-54.66113025675077-10.71236974324923,-54.66798153390815-10.71799244110239,-54.67579809963084-10.72217048252605,-54.6842795676817-10.72474330773141,-54.6931-10.72561204448865,-54.7019204323183-10.72474330773141,-54.71040190036916-10.72217048252605,-54.71821846609186-10.71799244110239,-54.72506974324924-10.71236974324923,-54.73069244110238-10.70551846609185,-54.73487048252606-10.69770190036916,-54.7374433077314-10.6892204323183,-54.73831204448865-10.6804,-54.7374433077314-10.6715795676817,-54.73487048252606-10.66309809963084,-54.73069244110238-10.65528153390815,-54.72506974324924-10.64843025675077,-54.71821846609186-10.64280755889762,-54.71040190036916-10.63862951747395,-54.7019204323183-10.63605669226859,-54.6931-10.63518795551135,-54.68427956768171-10.63605669226859,-54.67579809963084-10.63862951747395,-54.66798153390815-10.64280755889762,-54.66113025675077-10.64843025675077,-54.65550755889762-10.65528153390815,-54.65132951747395-10.66309809963084,-54.6487566922686-10.6715795676817,-54.64788795551135-10.6804))/items/PSScene4Band%320200907_140944_75_1060,PSScene4Band%320200907_140942_75_1060,PSScene4Band%320200907_133553_100c,PSScene4Band%320200907_133551_100c,PSScene4Band%320200907_133550_100c,PSScene4Band%320200907_143425_36_106e,PSScene4Band%320200907_143423_32_106e,PSScene4Band%320200906_134017_0f25,PSScene4Band%320200906_134015_0f25,PSScene4Band%320200906_133801_0f15,PSScene4Band%320200906_133800_0f15,PSScene4Band%320200906_133759_0f15,PSScene4Band%320200906_140720_69_1061,PSScene4Band%320200906_140719_19_1061,PSScene4Band%320200905_121616_1_104a,PSScene4Band%320200905_121615_104a,PSScene4Band%320200905_121614_104a,PSScene4Band%320200902_143149_49_1063,PSScene4Band%320200902_143147_44_1063,PSScene4Band%320200902_133558_1008,PSScene4Band%320200902_133557_1008,PSScene4Band%320200902_133556_1008,PSScene4Band%320200901_133705_1013,PSScene4Band%320200901_133704_1013,PSScene4Band%320200901_133703_1013,PSScene4Band%320200901_133529_1040,PSScene4Band%320200901_133528_1040,PSScene4Band%320200901_133527_1040,PSScene4Band%320200831_131425_13_2310,PSScene4Band%320200831_131422_95_2310,PSScene4Band%320200830_121655_0f44,PSScene4Band%320200830_121654_0f44,PSScene4Band%320200830_121653_1_0f44,PSScene4Band%320200829_133902_1014,PSScene4Band%320200829_133901_1014,PSScene4Band%320200828_133732_1040,PSScene4Band%320200828_133731_1040,PSScene4Band%320200826_143349_36_106e/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
5933,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,10.9420301224,Uniao do Sul,MT,-53.9017,-11.4144,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.902,-11.414/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.85648795551135-11.4144,-53.8573566922686-11.4232204323183,-53.85992951747394-11.43170190036916,-53.86410755889762-11.43951846609185,-53.86973025675076-11.44636974324923,-53.87658153390814-11.45199244110239,-53.88439809963084-11.45617048252605,-53.8928795676817-11.45874330773141,-53.9017-11.45961204448865,-53.91052043231829-11.45874330773141,-53.91900190036916-11.45617048252605,-53.92681846609185-11.45199244110239,-53.93366974324923-11.44636974324923,-53.93929244110238-11.43951846609185,-53.94347048252605-11.43170190036916,-53.9460433077314-11.4232204323183,-53.94691204448865-11.4144,-53.9460433077314-11.4055795676817,-53.94347048252605-11.39709809963084,-53.93929244110238-11.38928153390815,-53.93366974324923-11.38243025675077,-53.92681846609185-11.37680755889762,-53.91900190036916-11.37262951747395,-53.9105204323183-11.37005669226859,-53.9017-11.36918795551135,-53.8928795676817-11.37005669226859,-53.88439809963084-11.37262951747395,-53.87658153390814-11.37680755889762,-53.86973025675076-11.38243025675077,-53.86410755889762-11.38928153390815,-53.85992951747394-11.39709809963084,-53.8573566922686-11.4055795676817,-53.85648795551135-11.4144))/items/PSScene4Band%320200906_133402_1008,PSScene4Band%320200906_133401_1008,PSScene4Band%320200906_133400_1008,PSScene4Band%320200906_133509_1014,PSScene4Band%320200906_133508_1014,PSScene4Band%320200905_131109_23_2304,PSScene4Band%320200905_131107_04_2304,PSScene4Band%320200904_121314_0f44,PSScene4Band%320200904_121313_0f44,PSScene4Band%320200901_142930_82_1069,PSScene4Band%320200901_142928_80_1069,PSScene4Band%320200830_131108_91_222f,PSScene4Band%320200830_131106_70_222f,PSScene4Band%320200830_133315_1010,PSScene4Band%320200830_133314_1010,PSScene4Band%320200829_121517_1052,PSScene4Band%320200829_121516_1052,PSScene4Band%320200828_130808_72_2263,PSScene4Band%320200828_130806_34_2263,PSScene4Band%320200827_133207_1005,PSScene4Band%320200827_133206_1005,PSScene4Band%320200827_133205_1005,PSScene4Band%320200826_121528_1048,PSScene4Band%320200826_121527_1048,PSScene4Band%320200826_121526_1048,PSScene4Band%320200826_133532_0f22,PSScene4Band%320200826_133531_0f22,PSScene4Band%320200826_133530_0f22/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
5967,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,22.6129601823,Gaucha do Norte,MT,-53.3173,-12.979,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.317,-12.979/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.27208795551135-12.979,-53.2729566922686-12.9878204323183,-53.27552951747395-12.99630190036916,-53.27970755889762-13.00411846609185,-53.28533025675077-13.01096974324923,-53.29218153390815-13.01659244110238,-53.29999809963084-13.02077048252605,-53.3084795676817-13.02334330773141,-53.3173-13.02421204448865,-53.3261204323183-13.02334330773141,-53.33460190036917-13.02077048252605,-53.34241846609186-13.01659244110238,-53.34926974324924-13.01096974324923,-53.35489244110239-13.00411846609185,-53.35907048252606-12.99630190036916,-53.36164330773141-12.9878204323183,-53.36251204448865-12.979,-53.36164330773141-12.9701795676817,-53.35907048252606-12.96169809963084,-53.35489244110239-12.95388153390815,-53.34926974324924-12.94703025675077,-53.34241846609186-12.94140755889761,-53.33460190036917-12.93722951747394,-53.32612043231831-12.93465669226859,-53.3173-12.93378795551135,-53.30847956768171-12.93465669226859,-53.29999809963084-12.93722951747394,-53.29218153390815-12.94140755889761,-53.28533025675077-12.94703025675077,-53.27970755889762-12.95388153390815,-53.27552951747395-12.96169809963084,-53.2729566922686-12.9701795676817,-53.27208795551135-12.979))/items/PSScene4Band%320200906_130610_12_2277,PSScene4Band%320200905_142923_17_1069,PSScene4Band%320200905_142921_16_1069,PSScene4Band%320200904_121129_1054,PSScene4Band%320200904_121128_1054,PSScene4Band%320200901_135954_67_1057,PSScene4Band%320200901_135953_17_1057,PSScene4Band%320200901_135951_67_1057,PSScene4Band%320200903_133139_1010,PSScene4Band%320200903_133138_1010,PSScene4Band%320200903_133137_1010,PSScene4Band%320200903_121115_1052,PSScene4Band%320200903_121114_1052,PSScene4Band%320200901_160951_0f02,PSScene4Band%320200901_160950_0f02,PSScene4Band%320200901_160949_0f02,PSScene4Band%320200831_130746_17_2304,PSScene4Band%320200831_130743_97_2304,PSScene4Band%320200831_133033_1005,PSScene4Band%320200831_133032_1005,PSScene4Band%320200831_121136_1048,PSScene4Band%320200831_121135_1048,PSScene4Band%320200831_121134_1048,PSScene4Band%320200829_133113_0f34,PSScene4Band%320200829_133112_0f34,PSScene4Band%320200829_133111_0f34,PSScene4Band%320200827_133659_1026,PSScene4Band%320200827_133658_1026,PSScene4Band%320200827_133657_1026,PSScene4Band%320200827_121208_100d,PSScene4Band%320200827_121208_1_100d,PSScene4Band%320200827_121207_100d,PSScene4Band%320200826_132821_1032,PSScene4Band%320200826_132820_1032,PSScene4Band%320200826_132819_1032,PSScene4Band%320200825_132908_1035,PSScene4Band%320200825_132907_1035,PSScene4Band%320200825_132906_1035,PSScene4Band%320200825_130710_09_222f,PSScene4Band%320200825_130707_88_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
5968,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,21.0834757217,Gaucha do Norte,MT,-53.3463,-12.9222,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.346,-12.922/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.30108795551135-12.9222,-53.3019566922686-12.9310204323183,-53.30452951747395-12.93950190036916,-53.30870755889762-12.94731846609185,-53.31433025675076-12.95416974324923,-53.32118153390815-12.95979244110239,-53.32899809963084-12.96397048252605,-53.3374795676817-12.96654330773141,-53.3463-12.96741204448865,-53.35512043231829-12.96654330773141,-53.36360190036916-12.96397048252605,-53.37141846609185-12.95979244110239,-53.37826974324923-12.95416974324923,-53.38389244110238-12.94731846609185,-53.38807048252605-12.93950190036916,-53.3906433077314-12.9310204323183,-53.39151204448865-12.9222,-53.3906433077314-12.9133795676817,-53.38807048252605-12.90489809963084,-53.38389244110238-12.89708153390815,-53.37826974324923-12.89023025675077,-53.37141846609185-12.88460755889762,-53.36360190036916-12.88042951747395,-53.3551204323183-12.87785669226859,-53.3463-12.87698795551135,-53.3374795676817-12.87785669226859,-53.32899809963084-12.88042951747395,-53.32118153390815-12.88460755889762,-53.31433025675076-12.89023025675077,-53.30870755889762-12.89708153390815,-53.30452951747395-12.90489809963084,-53.3019566922686-12.9133795676817,-53.30108795551135-12.9222))/items/PSScene4Band%320200906_130610_12_2277,PSScene4Band%320200906_130607_93_2277,PSScene4Band%320200905_142923_17_1069,PSScene4Band%320200904_121130_1_1054,PSScene4Band%320200904_121129_1054,PSScene4Band%320200901_135953_17_1057,PSScene4Band%320200901_135951_67_1057,PSScene4Band%320200903_133138_1010,PSScene4Band%320200903_133137_1010,PSScene4Band%320200903_121116_1052,PSScene4Band%320200903_121115_1052,PSScene4Band%320200901_160950_0f02,PSScene4Band%320200901_160949_0f02,PSScene4Band%320200901_160948_0f02,PSScene4Band%320200831_130746_17_2304,PSScene4Band%320200831_130743_97_2304,PSScene4Band%320200831_121136_1_1048,PSScene4Band%320200831_121136_1048,PSScene4Band%320200831_121135_1048,PSScene4Band%320200829_133112_0f34,PSScene4Band%320200829_133111_0f34,PSScene4Band%320200827_133658_1026,PSScene4Band%320200827_133657_1026,PSScene4Band%320200827_133656_1026,PSScene4Band%320200827_121209_100d,PSScene4Band%320200827_121208_100d,PSScene4Band%320200826_132820_1032,PSScene4Band%320200826_132819_1032,PSScene4Band%320200825_132907_1035,PSScene4Band%320200825_132906_1035,PSScene4Band%320200825_132905_1035,PSScene4Band%320200825_130710_09_222f,PSScene4Band%320200825_130707_88_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
5969,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,43.6830615829,Gaucha do Norte,MT,-53.455,-12.8004,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.455,-12.800/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.40978795551135-12.8004,-53.4106566922686-12.8092204323183,-53.41322951747394-12.81770190036916,-53.41740755889762-12.82551846609185,-53.42303025675076-12.83236974324923,-53.42988153390814-12.83799244110238,-53.43769809963084-12.84217048252605,-53.4461795676817-12.84474330773141,-53.455-12.84561204448865,-53.46382043231829-12.84474330773141,-53.47230190036916-12.84217048252605,-53.48011846609185-12.83799244110238,-53.48696974324923-12.83236974324923,-53.49259244110238-12.82551846609185,-53.49677048252605-12.81770190036916,-53.4993433077314-12.8092204323183,-53.50021204448865-12.8004,-53.4993433077314-12.7915795676817,-53.49677048252605-12.78309809963084,-53.49259244110238-12.77528153390815,-53.48696974324923-12.76843025675077,-53.48011846609185-12.76280755889761,-53.47230190036916-12.75862951747395,-53.4638204323183-12.75605669226859,-53.455-12.75518795551135,-53.4461795676817-12.75605669226859,-53.43769809963084-12.75862951747395,-53.42988153390814-12.76280755889761,-53.42303025675076-12.76843025675077,-53.41740755889762-12.77528153390815,-53.41322951747394-12.78309809963084,-53.4106566922686-12.7915795676817,-53.40978795551135-12.8004))/items/PSScene4Band%320200907_132936_1010,PSScene4Band%320200907_132935_1010,PSScene4Band%320200907_132934_1010,PSScene4Band%320200906_130607_93_2277,PSScene4Band%320200906_130605_73_2277,PSScene4Band%320200904_121132_1054,PSScene4Band%320200904_121131_1054,PSScene4Band%320200904_121130_1054,PSScene4Band%320200901_135951_67_1057,PSScene4Band%320200901_135950_17_1057,PSScene4Band%320200901_142908_59_1069,PSScene4Band%320200903_130416_51_2223,PSScene4Band%320200903_130414_30_2223,PSScene4Band%320200901_133059_1034,PSScene4Band%320200901_133058_1034,PSScene4Band%320200901_142906_57_1069,PSScene4Band%320200831_130743_97_2304,PSScene4Band%320200831_130741_77_2304,PSScene4Band%320200831_121138_1048,PSScene4Band%320200831_121137_1048,PSScene4Band%320200829_133111_0f34,PSScene4Band%320200829_133110_0f34,PSScene4Band%320200829_133109_0f34,PSScene4Band%320200828_130634_16_2271,PSScene4Band%320200828_130631_96_2271,PSScene4Band%320200827_133656_1026,PSScene4Band%320200827_133655_1026,PSScene4Band%320200826_121505_1048,PSScene4Band%320200826_121504_1048,PSScene4Band%320200825_130707_88_222f,PSScene4Band%320200825_130705_67_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
5983,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,13.1634035994,Querencia,MT,-53.2027,-12.1672,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.203,-12.167/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.15748795551135-12.1672,-53.1583566922686-12.1760204323183,-53.16092951747395-12.18450190036916,-53.16510755889762-12.19231846609185,-53.17073025675077-12.19916974324923,-53.17758153390815-12.20479244110238,-53.18539809963084-12.20897048252605,-53.1938795676817-12.21154330773141,-53.2027-12.21241204448865,-53.2115204323183-12.21154330773141,-53.22000190036916-12.20897048252605,-53.22781846609185-12.20479244110238,-53.23466974324923-12.19916974324923,-53.24029244110238-12.19231846609185,-53.24447048252605-12.18450190036916,-53.2470433077314-12.1760204323183,-53.24791204448865-12.1672,-53.2470433077314-12.1583795676817,-53.24447048252605-12.14989809963084,-53.24029244110238-12.14208153390815,-53.23466974324923-12.13523025675077,-53.22781846609185-12.12960755889761,-53.22000190036916-12.12542951747395,-53.2115204323183-12.12285669226859,-53.2027-12.12198795551135,-53.19387956768171-12.12285669226859,-53.18539809963084-12.12542951747395,-53.17758153390815-12.12960755889761,-53.17073025675077-12.13523025675077,-53.16510755889762-12.14208153390815,-53.16092951747395-12.14989809963084,-53.1583566922686-12.1583795676817,-53.15748795551135-12.1672))/items/PSScene4Band%320200906_130559_15_2277,PSScene4Band%320200906_130556_96_2277,PSScene4Band%320200906_121104_0f21,PSScene4Band%320200906_121103_0f21,PSScene4Band%320200905_142935_23_1069,PSScene4Band%320200905_142933_22_1069,PSScene4Band%320200901_160937_0f02,PSScene4Band%320200901_160936_0f02,PSScene4Band%320200831_130732_98_2304,PSScene4Band%320200831_130730_78_2304,PSScene4Band%320200829_133101_0f34,PSScene4Band%320200829_133100_0f34,PSScene4Band%320200829_133059_0f34,PSScene4Band%320200829_121141_1050,PSScene4Band%320200829_121140_1050,PSScene4Band%320200829_121139_1050,PSScene4Band%320200827_133646_1026,PSScene4Band%320200827_133645_1026,PSScene4Band%320200828_121118_0f46,PSScene4Band%320200828_121117_0f46,PSScene4Band%320200827_121220_100d,PSScene4Band%320200827_121219_1_100d,PSScene4Band%320200826_132807_1032,PSScene4Band%320200826_132806_1032,PSScene4Band%320200826_121137_1049,PSScene4Band%320200826_121136_1049,PSScene4Band%320200825_132854_1035,PSScene4Band%320200825_132853_1035,PSScene4Band%320200825_130659_04_222f,PSScene4Band%320200825_130656_83_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
6007,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,10.3067277248,Altamira,PA,-54.6907,-8.44614,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-54.691,-8.446/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-54.64548795551135-8.44614,-54.6463566922686-8.454960432318298,-54.64892951747395-8.46344190036916,-54.65310755889762-8.471258466091852,-54.65873025675076-8.478109743249233,-54.66558153390815-8.483732441102385,-54.67339809963084-8.487910482526054,-54.6818795676817-8.490483307731406,-54.6907-8.491352044488652,-54.69952043231829-8.490483307731406,-54.70800190036916-8.487910482526054,-54.71581846609185-8.483732441102385,-54.72266974324923-8.478109743249233,-54.72829244110238-8.471258466091852,-54.73247048252605-8.46344190036916,-54.7350433077314-8.454960432318298,-54.73591204448865-8.44614,-54.7350433077314-8.437319567681701,-54.73247048252605-8.428838099630839,-54.72829244110238-8.421021533908148,-54.72266974324923-8.414170256750767,-54.71581846609185-8.408547558897615,-54.70800190036916-8.404369517473945,-54.6995204323183-8.401796692268594,-54.6907-8.400927955511348,-54.6818795676817-8.401796692268594,-54.67339809963084-8.404369517473945,-54.66558153390815-8.408547558897615,-54.65873025675076-8.414170256750767,-54.65310755889762-8.421021533908146,-54.64892951747395-8.428838099630839,-54.6463566922686-8.437319567681701,-54.64548795551135-8.44614))/items/PSScene4Band%320200907_131338_53_2271,PSScene4Band%320200907_131336_35_2271,PSScene4Band%320200907_121421_104e,PSScene4Band%320200907_121420_104e,PSScene4Band%320200907_121419_104e,PSScene4Band%320200906_134027_0f17,PSScene4Band%320200906_134026_0f17,PSScene4Band%320200905_131101_13_220b,PSScene4Band%320200905_131058_92_220b,PSScene4Band%320200905_121307_104b,PSScene4Band%320200905_121306_104b,PSScene4Band%320200902_121921_0f2e,PSScene4Band%320200902_121920_0f2e,PSScene4Band%320200902_121919_0f2e,PSScene4Band%320200904_121401_1_0f44,PSScene4Band%320200904_121400_0f44,PSScene4Band%320200903_162251_0f4c,PSScene4Band%320200903_162250_0f4c,PSScene4Band%320200902_133921_0f15,PSScene4Band%320200902_133920_0f15,PSScene4Band%320200901_133800_1004,PSScene4Band%320200831_134042_0f4e,PSScene4Band%320200831_134041_0f4e,PSScene4Band%320200830_135134_77_105c,PSScene4Band%320200830_135132_30_105c,PSScene4Band%320200829_134114_0f15,PSScene4Band%320200829_134113_0f15,PSScene4Band%320200829_131311_07_2223,PSScene4Band%320200829_131308_86_2223,PSScene4Band%320200829_143205_97_1063,PSScene4Band%320200829_143203_90_1063,PSScene4Band%320200826_132235_0e0f,PSScene4Band%320200826_132234_0e0f,PSScene4Band%320200827_140952_50_105d,PSScene4Band%320200827_140950_99_105d,PSScene4Band%320200827_131015_59_220b,PSScene4Band%320200827_131013_37_220b,PSScene4Band%320200825_133849_103b,PSScene4Band%320200825_133848_103b/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
6011,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,19.7922739903,Sao Jose do Xingu,MT,-53.0556,-10.7334,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.056,-10.733/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.01038795551135-10.7334,-53.0112566922686-10.7422204323183,-53.01382951747394-10.75070190036916,-53.01800755889762-10.75851846609185,-53.02363025675076-10.76536974324923,-53.03048153390814-10.77099244110238,-53.03829809963084-10.77517048252605,-53.0467795676817-10.77774330773141,-53.0556-10.77861204448865,-53.06442043231829-10.77774330773141,-53.07290190036916-10.77517048252605,-53.08071846609185-10.77099244110238,-53.08756974324923-10.76536974324923,-53.09319244110238-10.75851846609185,-53.09737048252605-10.75070190036916,-53.0999433077314-10.7422204323183,-53.10081204448865-10.7334,-53.0999433077314-10.7245795676817,-53.09737048252605-10.71609809963084,-53.09319244110238-10.70828153390815,-53.08756974324923-10.70143025675077,-53.08071846609185-10.69580755889761,-53.07290190036916-10.69162951747395,-53.0644204323183-10.68905669226859,-53.0556-10.68818795551135,-53.0467795676817-10.68905669226859,-53.03829809963084-10.69162951747395,-53.03048153390814-10.69580755889761,-53.02363025675076-10.70143025675077,-53.01800755889762-10.70828153390815,-53.01382951747394-10.71609809963084,-53.0112566922686-10.7245795676817,-53.01038795551135-10.7334))/items/PSScene4Band%320200907_130324_51_222b,PSScene4Band%320200907_130322_30_222b,PSScene4Band%320200907_132903_1010,PSScene4Band%320200907_132902_1010,PSScene4Band%320200907_132901_1010,PSScene4Band%320200906_130535_02_2277,PSScene4Band%320200905_120828_1048,PSScene4Band%320200905_120827_1_1048,PSScene4Band%320200901_135917_17_1057,PSScene4Band%320200902_140043_16_1066,PSScene4Band%320200903_142546_73_106d,PSScene4Band%320200901_133026_1034,PSScene4Band%320200901_133025_1034,PSScene4Band%320200901_120907_100d,PSScene4Band%320200901_120906_100d,PSScene4Band%320200901_120905_100d,PSScene4Band%320200831_130710_99_2304,PSScene4Band%320200831_130708_79_2304,PSScene4Band%320200830_121028_0f3c,PSScene4Band%320200830_121027_0f3c,PSScene4Band%320200829_133038_0f34,PSScene4Band%320200829_133037_0f34,PSScene4Band%320200828_130601_28_2271,PSScene4Band%320200828_130559_09_2271,PSScene4Band%320200827_133624_1026,PSScene4Band%320200827_133623_1026,PSScene4Band%320200827_120850_0f49,PSScene4Band%320200827_120849_0f49,PSScene4Band%320200825_130634_72_222f,PSScene4Band%320200825_130632_51_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
6013,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,29.2050637933,Sao Jose do Xingu,MT,-53.0468,-10.8407,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.047,-10.841/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.00158795551135-10.8407,-53.00245669226859-10.8495204323183,-53.00502951747394-10.85800190036916,-53.00920755889761-10.86581846609185,-53.01483025675076-10.87266974324923,-53.02168153390814-10.87829244110238,-53.02949809963084-10.88247048252605,-53.0379795676817-10.88504330773141,-53.0468-10.88591204448865,-53.05562043231829-10.88504330773141,-53.06410190036916-10.88247048252605,-53.07191846609185-10.87829244110238,-53.07876974324923-10.87266974324923,-53.08439244110238-10.86581846609185,-53.08857048252605-10.85800190036916,-53.0911433077314-10.8495204323183,-53.09201204448865-10.8407,-53.0911433077314-10.8318795676817,-53.08857048252605-10.82339809963084,-53.08439244110238-10.81558153390815,-53.07876974324923-10.80873025675077,-53.07191846609185-10.80310755889762,-53.06410190036916-10.79892951747395,-53.0556204323183-10.79635669226859,-53.0468-10.79548795551135,-53.0379795676817-10.79635669226859,-53.02949809963084-10.79892951747395,-53.02168153390814-10.80310755889762,-53.01483025675076-10.80873025675077,-53.00920755889761-10.81558153390815,-53.00502951747394-10.82339809963084,-53.00245669226859-10.8318795676817,-53.00158795551135-10.8407))/items/PSScene4Band%320200907_120947_0f2e,PSScene4Band%320200907_132904_1010,PSScene4Band%320200907_132903_1010,PSScene4Band%320200906_130537_22_2277,PSScene4Band%320200906_130535_02_2277,PSScene4Band%320200905_120827_1048,PSScene4Band%320200905_120826_1048,PSScene4Band%320200902_140043_16_1066,PSScene4Band%320200903_142546_73_106d,PSScene4Band%320200903_142544_69_106d,PSScene4Band%320200901_135921_67_1057,PSScene4Band%320200901_120905_100d,PSScene4Band%320200901_120904_100d,PSScene4Band%320200831_130713_18_2304,PSScene4Band%320200831_130710_99_2304,PSScene4Band%320200830_121026_0f3c,PSScene4Band%320200830_121025_0f3c,PSScene4Band%320200829_133040_0f34,PSScene4Band%320200829_133039_0f34,PSScene4Band%320200829_133038_0f34,PSScene4Band%320200828_130603_47_2271,PSScene4Band%320200828_130601_28_2271,PSScene4Band%320200827_133626_1026,PSScene4Band%320200827_133625_1026,PSScene4Band%320200827_133624_1026,PSScene4Band%320200827_120848_1_0f49,PSScene4Band%320200825_130636_93_222f,PSScene4Band%320200825_130634_72_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
6015,CICATRIZ_DE_QUEIMADA,2020-09-08,0.0,23.2549330939,Sao Jose do Xingu,MT,-53.0471,-10.7651,"https://www.planet.com/explorer/#/mode/compare/interval/1%20day/center/-53.047,-10.765/zoom/13.49/dates/2020-08-25T00:00:00Z..2020-09-08T00:00:00Z/geometry/POLYGON((-53.00188795551135-10.7651,-53.0027566922686-10.7739204323183,-53.00532951747395-10.78240190036916,-53.00950755889762-10.79021846609185,-53.01513025675077-10.79706974324923,-53.02198153390815-10.80269244110239,-53.02979809963084-10.80687048252605,-53.0382795676817-10.80944330773141,-53.0471-10.81031204448865,-53.0559204323183-10.80944330773141,-53.06440190036916-10.80687048252605,-53.07221846609185-10.80269244110239,-53.07906974324924-10.79706974324923,-53.08469244110238-10.79021846609185,-53.08887048252605-10.78240190036916,-53.0914433077314-10.7739204323183,-53.09231204448865-10.7651,-53.0914433077314-10.7562795676817,-53.08887048252605-10.74779809963084,-53.08469244110238-10.73998153390815,-53.07906974324924-10.73313025675077,-53.07221846609185-10.72750755889762,-53.06440190036916-10.72332951747395,-53.0559204323183-10.72075669226859,-53.0471-10.71988795551135,-53.03827956768171-10.72075669226859,-53.02979809963084-10.72332951747395,-53.02198153390815-10.72750755889762,-53.01513025675077-10.73313025675077,-53.00950755889762-10.73998153390815,-53.00532951747395-10.74779809963084,-53.0027566922686-10.7562795676817,-53.00188795551135-10.7651))/items/PSScene4Band%320200907_132903_1010,PSScene4Band%320200907_132902_1010,PSScene4Band%320200906_130537_22_2277,PSScene4Band%320200906_130535_02_2277,PSScene4Band%320200905_120828_1048,PSScene4Band%320200905_120827_1_1048,PSScene4Band%320200905_120827_1048,PSScene4Band%320200902_140043_16_1066,PSScene4Band%320200903_142546_73_106d,PSScene4Band%320200901_133026_1034,PSScene4Band%320200901_133027_1034,PSScene4Band%320200901_120906_100d,PSScene4Band%320200901_120905_100d,PSScene4Band%320200831_130710_99_2304,PSScene4Band%320200831_130708_79_2304,PSScene4Band%320200830_121027_0f3c,PSScene4Band%320200830_121026_0f3c,PSScene4Band%320200829_133038_0f34,PSScene4Band%320200829_133037_0f34,PSScene4Band%320200828_130601_28_2271,PSScene4Band%320200828_130559_09_2271,PSScene4Band%320200827_133625_1026,PSScene4Band%320200827_133624_1026,PSScene4Band%320200827_133623_1026,PSScene4Band%320200827_120850_0f49,PSScene4Band%320200827_120849_0f49,PSScene4Band%320200825_130636_93_222f,PSScene4Band%320200825_130634_72_222f/comparing/result::PSScene4Band:1598400000000,result::PSScene4Band:1599436800000",,,,,,,,,,,,
